!!SBtab SbtabVersion='1.0' TableType='Compound' TableName='C elegans metabolites'
!ID	!Name	!Location	!Charge	!Formula	!Identifiers:chebi	!Identifiers:pubmed	!Identifiers:doi	!Identifiers:eco	!Comment	!Curator	!Notes:InChI	!Notes:InChIKey	!Notes:SMILES	!Notes:Name_neutral	!Notes:Formula_Neutral	!Notes:InChI_neutral	!Notes:InChIKey_neutral	!Notes:SMILES_neutral	!Notes:ChEBI_neutral	!Notes:KEGG_neutral	!Notes:MetaCyc_neutral	!Notes:HMDB_neutral	!Notes:LipidMaps_neutral	!Notes:SwissLipids_neutral	!Notes:Wikidata_neutral	!Notes:Pubchem_neutral	!Notes:Metabolights_neutral	!Notes:Chemspider_neutral
M_gal_n	D-Galactose	n	0	C6H12O6	CHEBI:27667				Changed to CHEBI:27667	nel	InChI=1S/C6H12O6/c7-1-2-3(8)4(9)5(10)6(11)12-2/h2-11H,1H2/t2-,3+,4+,5-,6-/m1/s1	WQZGKKKJIJFFOK-FPRJBGLDSA-N		beta-D-galactose	C6H12O6	InChI=1S/C6H12O6/c7-1-2-3(8)4(9)5(10)6(11)12-2/h2-11H,1H2/t2-,3+,4+,5-,6-/m1/s1	WQZGKKKJIJFFOK-FPRJBGLDSA-N		CHEBI:10384;CHEBI:10383;CHEBI:27667;CHEBI:42776	C00962;C00602		HMDB0003449;HMDB03449			Q27103248	439353		388476
M_gluside_c	D-glucosyl-N-acylsphingosine	c	0	C25H46NO8R	CHEBI:18368																							
M_gluside_m	D-glucosyl-N-acylsphingosine	m	0	C25H46NO8R	CHEBI:18368																							
M_gluside_n	D-glucosyl-N-acylsphingosine	n	0	C25H46NO8R	CHEBI:18368																							
M_sorbitol_m	D-sorbitol	m	0	C6H14O6	CHEBI:17924						InChI=1S/C6H14O6/c7-1-3(9)5(11)6(12)4(10)2-8/h3-12H,1-2H2/t3-,4+,5-,6-/m1/s1	FBPFZTCFMRRESA-JGWLITMVSA-N		D-glucitol	C6H14O6	InChI=1S/C6H14O6/c7-1-3(9)5(11)6(12)4(10)2-8/h3-12H,1-2H2/t3-,4+,5-,6-/m1/s1	FBPFZTCFMRRESA-JGWLITMVSA-N		CHEBI:17924;CHEBI:15093;CHEBI:30911;CHEBI:9201;CHEBI:45559	C00794		HMDB0000247;HMDB00247			Q245280	5780		5576
M_sorbitol_n	D-sorbitol	n	0	C6H14O6	CHEBI:17924						InChI=1S/C6H14O6/c7-1-3(9)5(11)6(12)4(10)2-8/h3-12H,1-2H2/t3-,4+,5-,6-/m1/s1	FBPFZTCFMRRESA-JGWLITMVSA-N		D-glucitol	C6H14O6	InChI=1S/C6H14O6/c7-1-3(9)5(11)6(12)4(10)2-8/h3-12H,1-2H2/t3-,4+,5-,6-/m1/s1	FBPFZTCFMRRESA-JGWLITMVSA-N		CHEBI:17924;CHEBI:15093;CHEBI:30911;CHEBI:9201;CHEBI:45559	C00794		HMDB0000247;HMDB00247			Q245280	5780		5576
M_dhcrm_c	dihydroceramide	c	0	C19H38NO3R	CHEBI:31488																							
M_DNA_c	DNA (biomass)	c	0																									
M_ETR_Quinols_c	electron-transfer-related quinol	c	0																									
M_ETR_Quinones_c	electron-transfer-related quinone	c	0																									
M_galside_c	galactocerebroside	c	0	C25H46NO8R	CHEBI:36498																							
M_lnlncgcoa_m	gamma-linolenoyl-CoA(4-)	c	-4	C39H60N7O17P3S	CHEBI:57363						InChI=1S/C39H64N7O17P3S/c1-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-30(48)67-23-22-41-29(47)20-21-42-37(51)34(50)39(2,3)25-60-66(57,58)63-65(55,56)59-24-28-33(62-64(52,53)54)32(49)38(61-28)46-27-45-31-35(40)43-26-44-36(31)46/h8-9,11-12,14-15,26-28,32-34,38,49-50H,4-7,10,13,16-25H2,1-3H3,(H,41,47)(H,42,51)(H,55,56)(H,57,58)(H2,40,43,44)(H2,52,53,54)/p-4/b9-8-,12-11-,15-14-/t28-,32-,33-,34+,38-/m1/s1	XZQYPTBYQYZGRU-FHDVEODPSA-J		gamma-linolenoyl-CoA	C39H64N7O17P3S	InChI=1S/C39H64N7O17P3S/c1-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-30(48)67-23-22-41-29(47)20-21-42-37(51)34(50)39(2,3)25-60-66(57,58)63-65(55,56)59-24-28-33(62-64(52,53)54)32(49)38(61-28)46-27-45-31-35(40)43-26-44-36(31)46/h8-9,11-12,14-15,26-28,32-34,38,49-50H,4-7,10,13,16-25H2,1-3H3,(H,41,47)(H,42,51)(H,55,56)(H,57,58)(H2,40,43,44)(H2,52,53,54)/b9-8-,12-11-,15-14-/t28-,32-,33-,34+,38-/m1/s1	XZQYPTBYQYZGRU-FHDVEODPSA-N		CHEBI:15508;CHEBI:10574	C03035		HMDB0006368;HMDB06368	LMFA07050322		Q27089490	11966132		10140126
M_lnlncgcrn_c	gamma-linolenoylcarnitine	c	0	C25H43NO4							InChI=1S/C25H43NO4/c1-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-25(29)30-23(21-24(27)28)22-26(2,3)4/h9-10,12-13,15-16,23H,5-8,11,14,17-22H2,1-4H3/b10-9-,13-12-,16-15-	InChIKey=YCINYVPLUUGAJO-YOILPLPUSA-N		gamma-linolenoylcarnitine	C25H43NO4	InChI=1S/C25H43NO4/c1-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-25(29)30-23(21-24(27)28)22-26(2,3)4/h9-10,12-13,15-16,23H,5-8,11,14,17-22H2,1-4H3/b10-9-,13-12-,16-15-	InChIKey=YCINYVPLUUGAJO-YOILPLPUSA-N											
M_lnlncgcrn_m	gamma-linolenoylcarnitine	c	0	C25H43NO4							InChI=1S/C25H43NO4/c1-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-25(29)30-23(21-24(27)28)22-26(2,3)4/h9-10,12-13,15-16,23H,5-8,11,14,17-22H2,1-4H3/b10-9-,13-12-,16-15-	InChIKey=YCINYVPLUUGAJO-YOILPLPUSA-N		gamma-linolenoylcarnitine	C25H43NO4	InChI=1S/C25H43NO4/c1-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-25(29)30-23(21-24(27)28)22-26(2,3)4/h9-10,12-13,15-16,23H,5-8,11,14,17-22H2,1-4H3/b10-9-,13-12-,16-15-	InChIKey=YCINYVPLUUGAJO-YOILPLPUSA-N											
M_gdpddman_m	GDP-4-dehydro-6-deoxy-D-mannose(2-)	m	-2	C16H21N5O15P2	CHEBI:57964				changed name to reflect charge, changed formula to charged version	wimi	InChI=1S/C16H23N5O15P2/c1-4-7(22)9(24)11(26)15(33-4)35-38(30,31)36-37(28,29)32-2-5-8(23)10(25)14(34-5)21-3-18-6-12(21)19-16(17)20-13(6)27/h3-5,8-11,14-15,23-26H,2H2,1H3,(H,28,29)(H,30,31)(H3,17,19,20,27)/p-2/t4-,5-,8-,9+,10-,11+,14-,15-/m1/s1	PNHLMHWWFOPQLK-BKUUWRAGSA-L		GDP-4-dehydro-6-deoxy-alpha-D-mannose	C16H23N5O15P2	InChI=1S/C16H23N5O15P2/c1-4-7(22)9(24)11(26)15(33-4)35-38(30,31)36-37(28,29)32-2-5-8(23)10(25)14(34-5)21-3-18-6-12(21)19-16(17)20-13(6)27/h3-5,8-11,14-15,23-26H,2H2,1H3,(H,28,29)(H,30,31)(H3,17,19,20,27)/t4-,5-,8-,9+,10-,11+,14-,15-/m1/s1	PNHLMHWWFOPQLK-BKUUWRAGSA-N		CHEBI:16955;CHEBI:5214	C01222		HMDB0001346;HMDB01346			Q27102151	439446		388554
M_glycogen_c	glycogen	c	0	(C6H10O5)12R	CHEBI:28087				corrected formula for consistency	lenov					(C6H10O5)n													
M_glygn3_c	glycogen	c	0	(C6H10O5)12R	CHEBI:28087				corrected formula for consistency	lenov					(C6H10O5)n													
M_glygn3_m	glycogen	m	0	(C6H10O5)12R	CHEBI:28087				corrected formula for consistency	lenov					(C6H10O5)n													
M_guar_c	guanosine 5'-monophosphate(1?) residue	c	-1	C10H11N5O7P	CHEBI:74269				I do not think we need it yet, but might be handy to model cytoplasmic RNA metabolism	lenov																		
M_h_i	H+	i	1	H	CHEBI:C00080				Added for atp generation	jpnh		InChI=1S/p+1			GPRLSGONYQIRFK-UHFFFAOYSA-N													
M_Nmelys_c	Histone N6-methyl-L-lysine residue	c	0	C8H15N3O2R2	CHEBI:61928				It does not make sense to have this metabolite in the cytosol in a model which has a nucleus. This is another artifact of merging that needs correction.	Safak																		
M_Nmelys_m	Histone N6-methyl-L-lysine residue	m	0	C8H15N3O2R2	CHEBI:61928				added ChEBI ID, correspond to the generic residue	lenov																		
M_Ndmelys_c	Histone N6,N6-dimethyl-L-lysine residue	c	1	C9H17N3O2R2	CHEBI:61976				added ChEBI ID, correspond to the generic residue	lenov																		
M_hlys_m	histone-L-lysine residue	m	0	C7H13N3O2R2																								
M_Nlys_e	Histone-L-Lysine residue	e	1	C7H13N3O2R2	CHEBI:5738					lenov																		
M_Nlys_m	Histone-L-Lysine residue	m	1	C7H13N3O2R2	CHEBI:5738					lenov																		
M_ddcacarn_m	L-Dodecanoylcarnitine	m	0																									
M_malt_c	Maltose	c	0	C12H22O11	CHEBI:18147						InChI=1S/C12H22O11/c13-1-3-5(15)6(16)9(19)12(22-3)23-10-4(2-14)21-11(20)8(18)7(10)17/h3-20H,1-2H2/t3-,4-,5-,6+,7-,8-,9-,10-,11-,12-/m1/s1	GUBGYTABKSRVRQ-QUYVBRFLSA-N		beta-maltose	C12H22O11	InChI=1S/C12H22O11/c13-1-3-5(15)6(16)9(19)12(22-3)23-10-4(2-14)21-11(20)8(18)7(10)17/h3-20H,1-2H2/t3-,4-,5-,6+,7-,8-,9-,10-,11-,12-/m1/s1	GUBGYTABKSRVRQ-QUYVBRFLSA-N		CHEBI:18147;CHEBI:10431	C01971					Q26914030	6255		6019
M_malt_e	Maltose	e	0	C12H22O11	CHEBI:18147						InChI=1S/C12H22O11/c13-1-3-5(15)6(16)9(19)12(22-3)23-10-4(2-14)21-11(20)8(18)7(10)17/h3-20H,1-2H2/t3-,4-,5-,6+,7-,8-,9-,10-,11-,12-/m1/s1	GUBGYTABKSRVRQ-QUYVBRFLSA-N		beta-maltose	C12H22O11	InChI=1S/C12H22O11/c13-1-3-5(15)6(16)9(19)12(22-3)23-10-4(2-14)21-11(20)8(18)7(10)17/h3-20H,1-2H2/t3-,4-,5-,6+,7-,8-,9-,10-,11-,12-/m1/s1	GUBGYTABKSRVRQ-QUYVBRFLSA-N		CHEBI:18147;CHEBI:10431	C01971					Q26914030	6255		6019
M_malttr_c	maltotetraose	c	0	C24H42O21	CHEBI:28460						InChI=1S/C24H42O21/c25-1-6(30)11(32)19(7(31)2-26)43-23-17(38)14(35)21(9(4-28)41-23)45-24-18(39)15(36)20(10(5-29)42-24)44-22-16(37)13(34)12(33)8(3-27)40-22/h1,6-24,26-39H,2-5H2/t6-,7+,8+,9+,10+,11+,12+,13-,14+,15+,16+,17+,18+,19+,20+,21+,22+,23+,24+/m0/s1	UYQJCPNSAVWAFU-KVXMBEGHSA-N		maltotetraose	C24H42O21	InChI=1S/C24H42O21/c25-1-6(30)11(32)19(7(31)2-26)43-23-17(38)14(35)21(9(4-28)41-23)45-24-18(39)15(36)20(10(5-29)42-24)44-22-16(37)13(34)12(33)8(3-27)40-22/h1,6-24,26-39H,2-5H2/t6-,7+,8+,9+,10+,11+,12+,13-,14+,15+,16+,17+,18+,19+,20+,21+,22+,23+,24+/m0/s1	UYQJCPNSAVWAFU-KVXMBEGHSA-N		CHEBI:28460	C02052		HMDB01296			Q27096312	123966		110488
M_maltr_c	maltotriose	c	0	C18H32O16	CHEBI:61993						InChI=1S/C18H32O16/c19-1-5(23)9(25)15(6(24)2-20)33-18-14(30)12(28)16(8(4-22)32-18)34-17-13(29)11(27)10(26)7(3-21)31-17/h1,5-18,20-30H,2-4H2/t5-,6+,7+,8+,9+,10+,11-,12+,13+,14+,15+,16+,17+,18+/m0/s1	RXVWSYJTUUKTEA-CGQAXDJHSA-N		maltotriose	C18H32O16	InChI=1S/C18H32O16/c19-1-5(23)9(25)15(6(24)2-20)33-18-14(30)12(28)16(8(4-22)32-18)34-17-13(29)11(27)10(26)7(3-21)31-17/h1,5-18,20-30H,2-4H2/t5-,6+,7+,8+,9+,10+,11-,12+,13+,14+,15+,16+,17+,18+/m0/s1	RXVWSYJTUUKTEA-CGQAXDJHSA-N								Q28091366			
M_sphgn_c	Sphinganine	c	0	C18H39NO2	CHEBI:16566						InChI=1S/C18H39NO2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-18(21)17(19)16-20/h17-18,20-21H,2-16,19H2,1H3/t17-,18+/m0/s1	OTKJDMGTUTTYMP-ZWKOTPCHSA-N		sphinganine	C18H39NO2	InChI=1S/C18H39NO2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-18(21)17(19)16-20/h17-18,20-21H,2-16,19H2,1H3/t17-,18+/m0/s1	OTKJDMGTUTTYMP-ZWKOTPCHSA-N		CHEBI:16566	C00836		HMDB0000269;HMDB00269	LMSP01020001		Q27088847	91486		82609
M_sphmyln_c	Sphingomyelin	c	0	C24H49N2O6PR	CHEBI:64583																							
M_sphings_c	Sphingosine	c	1	C18H38NO2	CHEBI:57756				changed formula to charged version	wimi	InChI=1S/C18H37NO2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-18(21)17(19)16-20/h14-15,17-18,20-21H,2-13,16,19H2,1H3/p+1/b15-14+/t17-,18+/m0/s1	WWUZIQQURGPMPG-KRWOKUGFSA-O		sphingosine	C18H37NO2	InChI=1S/C18H37NO2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-18(21)17(19)16-20/h14-15,17-18,20-21H,2-13,16,19H2,1H3/b15-14+/t17-,18+/m0/s1	WWUZIQQURGPMPG-KRWOKUGFSA-N		CHEBI:16393;CHEBI:45719	C00319		HMDB00252	LMSP01010001		Q46298	5280335		4444047
M_strdnccoa_m	stearidonyl coenzyme A(4-)	c	-4	C39H58N7O17P3S	CHEBI:71489						InChI=1S/C39H62N7O17P3S/c1-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-30(48)67-23-22-41-29(47)20-21-42-37(51)34(50)39(2,3)25-60-66(57,58)63-65(55,56)59-24-28-33(62-64(52,53)54)32(49)38(61-28)46-27-45-31-35(40)43-26-44-36(31)46/h5-6,8-9,11-12,14-15,26-28,32-34,38,49-50H,4,7,10,13,16-25H2,1-3H3,(H,41,47)(H,42,51)(H,55,56)(H,57,58)(H2,40,43,44)(H2,52,53,54)/p-4/b6-5-,9-8-,12-11-,15-14-/t28-,32-,33-,34+,38-/m1/s1	DDHCSALWDPRVCN-USWKVXSKSA-J		stearidonyl coenzyme A	C39H62N7O17P3S	InChI=1S/C39H62N7O17P3S/c1-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-30(48)67-23-22-41-29(47)20-21-42-37(51)34(50)39(2,3)25-60-66(57,58)63-65(55,56)59-24-28-33(62-64(52,53)54)32(49)38(61-28)46-27-45-31-35(40)43-26-44-36(31)46/h5-6,8-9,11-12,14-15,26-28,32-34,38,49-50H,4,7,10,13,16-25H2,1-3H3,(H,41,47)(H,42,51)(H,55,56)(H,57,58)(H2,40,43,44)(H2,52,53,54)/b6-5-,9-8-,12-11-,15-14-/t28-,32-,33-,34+,38-/m1/s1	DDHCSALWDPRVCN-USWKVXSKSA-N		CHEBI:63545	C16163			LMFA07050123		Q27132681	56928001		26606359
M_strdnc_m	Stearidonylcarnitine	c	0	C25H41NO4							InChI=1S/C25H41NO4/c1-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-25(29)30-23(21-24(27)28)22-26(2,3)4/h6-7,9-10,12-13,15-16,23H,5,8,11,14,17-22H2,1-4H3/b7-6-,10-9-,13-12-,16-15-	KUEMHIPTNWTLCC-DOFZRALJSA-N		Stearidonylcarnitine	C25H41NO4	InChI=1S/C25H41NO4/c1-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-25(29)30-23(21-24(27)28)22-26(2,3)4/h6-7,9-10,12-13,15-16,23H,5,8,11,14,17-22H2,1-4H3/b7-6-,10-9-,13-12-,16-15-	KUEMHIPTNWTLCC-DOFZRALJSA-N											
M_strdncrn_c	Stearidonylcarnitine	c	0	C25H41NO4							InChI=1S/C25H41NO4/c1-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-25(29)30-23(21-24(27)28)22-26(2,3)4/h6-7,9-10,12-13,15-16,23H,5,8,11,14,17-22H2,1-4H3/b7-6-,10-9-,13-12-,16-15-	KUEMHIPTNWTLCC-DOFZRALJSA-N		Stearidonylcarnitine	C25H41NO4	InChI=1S/C25H41NO4/c1-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-25(29)30-23(21-24(27)28)22-26(2,3)4/h6-7,9-10,12-13,15-16,23H,5,8,11,14,17-22H2,1-4H3/b7-6-,10-9-,13-12-,16-15-	KUEMHIPTNWTLCC-DOFZRALJSA-N											
M_c13iso2coa_m	trans-11-methyldodec-2-enoyl-CoA(4-)	m	-4	C34H54N7O17P3S							InChI=1S/C34H58N7O17P3S/c1-22(2)12-10-8-6-5-7-9-11-13-25(43)62-17-16-36-24(42)14-15-37-32(46)29(45)34(3,4)19-55-61(52,53)58-60(50,51)54-18-23-28(57-59(47,48)49)27(44)33(56-23)41-21-40-26-30(35)38-20-39-31(26)41/h11,13,20-23,27-29,33,44-45H,5-10,12,14-19H2,1-4H3,(H,36,42)(H,37,46)(H,50,51)(H,52,53)(H2,35,38,39)(H2,47,48,49)/p-4/b13-11+/t23-,27-,28-,29+,33-/m0/s1	YCHYHJMQRAXKJR-PUXXFAQNSA-J		trans-11-methyldodec-2-enoyl-CoA	C34H58N7O17P3S	InChI=1/C34H58N7O17P3S/c1-22(2)12-10-8-6-5-7-9-11-13-25(43)62-17-16-36-24(42)14-15-37-32(46)29(45)34(3,4)19-55-61(52,53)58-60(50,51)54-18-23-28(57-59(47,48)49)27(44)33(56-23)41-21-40-26-30(35)38-20-39-31(26)41/h11,13,20-23,27-29,33,44-45H,5-10,12,14-19H2,1-4H3,(H,36,42)(H,37,46)(H,50,51)(H,52,53)(H2,35,38,39)(H2,47,48,49)/b13-11+/t23-,27-,28-,29+,33-/s2	YCHYHJMQRAXKJR-LHNNKPNBNA-N											
M_c15iso2ecoa_m	trans-13-methyltetradec-2-enoyl-CoA(4-)	m	-4	C36H58N7O17P3S							InChI=1S/C36H62N7O17P3S/c1-24(2)14-12-10-8-6-5-7-9-11-13-15-27(45)64-19-18-38-26(44)16-17-39-34(48)31(47)36(3,4)21-57-63(54,55)60-62(52,53)56-20-25-30(59-61(49,50)51)29(46)35(58-25)43-23-42-28-32(37)40-22-41-33(28)43/h13,15,22-25,29-31,35,46-47H,5-12,14,16-21H2,1-4H3,(H,38,44)(H,39,48)(H,52,53)(H,54,55)(H2,37,40,41)(H2,49,50,51)/p-4/b15-13+/t25-,29-,30-,31+,35-/m0/s1	BRWSZHQQYCLCAA-KXYSCUCESA-J		trans-13-methyltetradec-2-enoyl-CoA	C36H62N7O17P3S	InChI=1/C36H62N7O17P3S/c1-24(2)14-12-10-8-6-5-7-9-11-13-15-27(45)64-19-18-38-26(44)16-17-39-34(48)31(47)36(3,4)21-57-63(54,55)60-62(52,53)56-20-25-30(59-61(49,50)51)29(46)35(58-25)43-23-42-28-32(37)40-22-41-33(28)43/h13,15,22-25,29-31,35,46-47H,5-12,14,16-21H2,1-4H3,(H,38,44)(H,39,48)(H,52,53)(H,54,55)(H2,37,40,41)(H2,49,50,51)/b15-13+/t25-,29-,30-,31+,35-/s2	BRWSZHQQYCLCAA-LIEOYYKGNA-N											
M_c17iso2ecoa_m	trans-15-methylhexadec-2-enoyl-CoA(4-)	m	-4	C38H62N7O17P3S							InChI=1S/C38H66N7O17P3S/c1-26(2)16-14-12-10-8-6-5-7-9-11-13-15-17-29(47)66-21-20-40-28(46)18-19-41-36(50)33(49)38(3,4)23-59-65(56,57)62-64(54,55)58-22-27-32(61-63(51,52)53)31(48)37(60-27)45-25-44-30-34(39)42-24-43-35(30)45/h15,17,24-27,31-33,37,48-49H,5-14,16,18-23H2,1-4H3,(H,40,46)(H,41,50)(H,54,55)(H,56,57)(H2,39,42,43)(H2,51,52,53)/p-4/b17-15+/t27-,31-,32-,33+,37-/m0/s1	VBRJJZPJXKSQLS-SAJWEFFBSA-J		trans-15-methylhexadec-2-enoyl-CoA	C38H66N7O17P3S	InChI=1/C38H66N7O17P3S/c1-26(2)16-14-12-10-8-6-5-7-9-11-13-15-17-29(47)66-21-20-40-28(46)18-19-41-36(50)33(49)38(3,4)23-59-65(56,57)62-64(54,55)58-22-27-32(61-63(51,52)53)31(48)37(60-27)45-25-44-30-34(39)42-24-43-35(30)45/h15,17,24-27,31-33,37,48-49H,5-14,16,18-23H2,1-4H3,(H,40,46)(H,41,50)(H,54,55)(H,56,57)(H2,39,42,43)(H2,51,52,53)/b17-15+/t27-,31-,32-,33+,37-/s2	VBRJJZPJXKSQLS-LQGXCJDINA-N											
M_c19iso2ecoa_m	trans-17-methyloctadec-2-enoyl-CoA(4-)	m	-4	C40H66N7O17P3S							InChI=1S/C40H70N7O17P3S/c1-28(2)18-16-14-12-10-8-6-5-7-9-11-13-15-17-19-31(49)68-23-22-42-30(48)20-21-43-38(52)35(51)40(3,4)25-61-67(58,59)64-66(56,57)60-24-29-34(63-65(53,54)55)33(50)39(62-29)47-27-46-32-36(41)44-26-45-37(32)47/h17,19,26-29,33-35,39,50-51H,5-16,18,20-25H2,1-4H3,(H,42,48)(H,43,52)(H,56,57)(H,58,59)(H2,41,44,45)(H2,53,54,55)/p-4/b19-17+/t29-,33-,34-,35+,39-/m0/s1	XIRFRLXMKPYSCG-YYXAZNKVSA-J		trans-17-methyloctadec-2-enoyl-CoA	C40H70N7O17P3S	InChI=1/C40H70N7O17P3S/c1-28(2)18-16-14-12-10-8-6-5-7-9-11-13-15-17-19-31(49)68-23-22-42-30(48)20-21-43-38(52)35(51)40(3,4)25-61-67(58,59)64-66(56,57)60-24-29-34(63-65(53,54)55)33(50)39(62-29)47-27-46-32-36(41)44-26-45-37(32)47/h17,19,26-29,33-35,39,50-51H,5-16,18,20-25H2,1-4H3,(H,42,48)(H,43,52)(H,56,57)(H,58,59)(H2,41,44,45)(H2,53,54,55)/b19-17+/t29-,33-,34-,35+,39-/s2	XIRFRLXMKPYSCG-GMOSWCMBNA-N											
M_c7iso2coa_m	trans-5-methylhex-2-enoyl-CoA(4-)	m	-4	C28H42N7O17P3S							InChI=1S/C28H46N7O17P3S/c1-16(2)6-5-7-19(37)56-11-10-30-18(36)8-9-31-26(40)23(39)28(3,4)13-49-55(46,47)52-54(44,45)48-12-17-22(51-53(41,42)43)21(38)27(50-17)35-15-34-20-24(29)32-14-33-25(20)35/h5,7,14-17,21-23,27,38-39H,6,8-13H2,1-4H3,(H,30,36)(H,31,40)(H,44,45)(H,46,47)(H2,29,32,33)(H2,41,42,43)/p-4/b7-5+/t17-,21-,22-,23+,27-/m0/s1	CLJDGSLAMHPGLJ-CXKZMUJXSA-J		trans-5-methylhex-2-enoyl-CoA	C28H46N7O17P3S	InChI=1/C28H46N7O17P3S/c1-16(2)6-5-7-19(37)56-11-10-30-18(36)8-9-31-26(40)23(39)28(3,4)13-49-55(46,47)52-54(44,45)48-12-17-22(51-53(41,42)43)21(38)27(50-17)35-15-34-20-24(29)32-14-33-25(20)35/h5,7,14-17,21-23,27,38-39H,6,8-13H2,1-4H3,(H,30,36)(H,31,40)(H,44,45)(H,46,47)(H2,29,32,33)(H2,41,42,43)/b7-5+/t17-,21-,22-,23+,27-/s2	CLJDGSLAMHPGLJ-SLDLMEBYNA-N											
M_c9iso2coa_m	trans-7-methyloct-2-enoyl-CoA(4-)	m	-4	C30H46N7O17P3S							InChI=1S/C30H50N7O17P3S/c1-18(2)8-6-5-7-9-21(39)58-13-12-32-20(38)10-11-33-28(42)25(41)30(3,4)15-51-57(48,49)54-56(46,47)50-14-19-24(53-55(43,44)45)23(40)29(52-19)37-17-36-22-26(31)34-16-35-27(22)37/h7,9,16-19,23-25,29,40-41H,5-6,8,10-15H2,1-4H3,(H,32,38)(H,33,42)(H,46,47)(H,48,49)(H2,31,34,35)(H2,43,44,45)/p-4/b9-7+/t19-,23-,24-,25+,29-/m0/s1	UTIOTQPBYIHZGV-LZTDKBKRSA-J		trans-7-methyloct-2-enoyl-CoA	C30H50N7O17P3S	InChI=1/C30H50N7O17P3S/c1-18(2)8-6-5-7-9-21(39)58-13-12-32-20(38)10-11-33-28(42)25(41)30(3,4)15-51-57(48,49)54-56(46,47)50-14-19-24(53-55(43,44)45)23(40)29(52-19)37-17-36-22-26(31)34-16-35-27(22)37/h7,9,16-19,23-25,29,40-41H,5-6,8,10-15H2,1-4H3,(H,32,38)(H,33,42)(H,46,47)(H,48,49)(H2,31,34,35)(H2,43,44,45)/b9-7+/t19-,23-,24-,25+,29-/s2	UTIOTQPBYIHZGV-RPWQRJRHNA-N											
M_c11iso2coa_m	trans-9-methyldec-2-enoyl-CoA(4-)	m	-4	C32H50N7O17P3S							InChI=1S/C32H54N7O17P3S/c1-20(2)10-8-6-5-7-9-11-23(41)60-15-14-34-22(40)12-13-35-30(44)27(43)32(3,4)17-53-59(50,51)56-58(48,49)52-16-21-26(55-57(45,46)47)25(42)31(54-21)39-19-38-24-28(33)36-18-37-29(24)39/h9,11,18-21,25-27,31,42-43H,5-8,10,12-17H2,1-4H3,(H,34,40)(H,35,44)(H,48,49)(H,50,51)(H2,33,36,37)(H2,45,46,47)/p-4/b11-9+/t21-,25-,26-,27+,31-/m0/s1	RQFYHLSWELZRBV-FRYPDANNSA-J		trans-9-methyldec-2-enoyl-CoA	C32H54N7O17P3S	InChI=1/C32H54N7O17P3S/c1-20(2)10-8-6-5-7-9-11-23(41)60-15-14-34-22(40)12-13-35-30(44)27(43)32(3,4)17-53-59(50,51)56-58(48,49)52-16-21-26(55-57(45,46)47)25(42)31(54-21)39-19-38-24-28(33)36-18-37-29(24)39/h9,11,18-21,25-27,31,42-43H,5-8,10,12-17H2,1-4H3,(H,34,40)(H,35,44)(H,48,49)(H,50,51)(H2,33,36,37)(H2,45,46,47)/b11-9+/t21-,25-,26-,27+,31-/s2	RQFYHLSWELZRBV-QVDZXMSMNA-N											
M_CE2242ACP_c	trans-docos-2-enoyl-[acp]	c	0						This is an ACP version; in the final model will replace M_CE2242_c	cjj																		
M_2thexd_c	trans-hexadec-2-enal	c	0	C16H30O	CHEBI:17585						InChI=1S/C16H30O/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17/h14-16H,2-13H2,1H3/b15-14+	KLJFYXOVGVXZKT-CCEZHUSRSA-N		trans-hexadec-2-enal	C16H30O	InChI=1S/C16H30O/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17/h14-16H,2-13H2,1H3/b15-14+	KLJFYXOVGVXZKT-CCEZHUSRSA-N		CHEBI:19791;CHEBI:17585	C06123		HMDB0060482;HMDB60482	LMFA06000089		Q27102466	5280541		4444172
