!!SBtab SbtabVersion='1.0' TableType='Compound' TableName='C elegans metabolites'
!ID	!Name	!Location	!Charge	!Formula	!Identifiers:chebi	!Identifiers:pubmed	!Identifiers:doi	!Identifiers:eco	!Comment	!Curator	!Notes:Old_ID	!Notes:InChI	!Notes:InChIKey	!Notes:SMILES	!Notes:Name_neutral	!Notes:Formula_Neutral	!Notes:InChI_neutral	!Notes:InChIKey_neutral	!Notes:SMILES_neutral	!Notes:ChEBI_neutral	!Notes:KEGG_neutral	!Notes:MetaCyc_neutral	!Notes:HMDB_neutral	!Notes:LipidMaps_neutral	!Notes:SwissLipids_neutral	!Notes:Wikidata_neutral	!Notes:Pubchem_neutral	!Notes:Metabolights_neutral	!Notes:Chemspider_neutral
M_coa12_0_3o11me_m	3-Oxo-11-methyldodecanoyl-CoA(4-)	m	-4	C34H54N7O18P3S					corrected to systematic ID	wimi	M_3oc13isocoa_m	InChI=1S/C34H58N7O18P3S/c1-21(2)10-8-6-5-7-9-11-22(42)16-25(44)63-15-14-36-24(43)12-13-37-32(47)29(46)34(3,4)18-56-62(53,54)59-61(51,52)55-17-23-28(58-60(48,49)50)27(45)33(57-23)41-20-40-26-30(35)38-19-39-31(26)41/h19-21,23,27-29,33,45-46H,5-18H2,1-4H3,(H,36,43)(H,37,47)(H,51,52)(H,53,54)(H2,35,38,39)(H2,48,49,50)/p-4/t23-,27-,28-,29+,33-/m0/s1	NPNHPOVKALYFTL-VAFZQPSJSA-J	[H][C@@](O)(C(=O)NCCC(=O)NCCSC(=O)CC(=O)CCCCCCCC(C)C)C(C)(C)COP([O-])(=O)OP([O-])(=O)OC[C@]1([H])O[C@]([H])(N2C=NC3=C(N)N=CN=C23)[C@@]([H])(O)[C@@]1([H])OP([O-])([O-])=O	3-Oxo-11-methyldodecanoyl-CoA	C34H58N7O18P3S	InChI=1S/C34H58N7O18P3S/c1-21(2)10-8-6-5-7-9-11-22(42)16-25(44)63-15-14-36-24(43)12-13-37-32(47)29(46)34(3,4)18-56-62(53,54)59-61(51,52)55-17-23-28(58-60(48,49)50)27(45)33(57-23)41-20-40-26-30(35)38-19-39-31(26)41/h19-21,23,27-29,33,45-46H,5-18H2,1-4H3,(H,36,43)(H,37,47)(H,51,52)(H,53,54)(H2,35,38,39)(H2,48,49,50)/t23-,27-,28-,29+,33-/m0/s1	NPNHPOVKALYFTL-VAFZQPSJSA-N	[H][C@@](O)(C(=O)NCCC(=O)NCCSC(=O)CC(=O)CCCCCCCC(C)C)C(C)(C)COP(O)(=O)OP(O)(=O)OC[C@]1([H])O[C@]([H])(N2C=NC3=C(N)N=CN=C23)[C@@]([H])(O)[C@@]1([H])OP(O)(O)=O										
M_coa12_0_3oh11me__S_m	(S)-3-Hydroxy-11-methyldodecanoyl-CoA(4-)	m	-4	C34H56N7O18P3S					corrected to systematic ID	wimi	M_3hc13isocoa_m	InChI=1S/C34H60N7O18P3S/c1-21(2)10-8-6-5-7-9-11-22(42)16-25(44)63-15-14-36-24(43)12-13-37-32(47)29(46)34(3,4)18-56-62(53,54)59-61(51,52)55-17-23-28(58-60(48,49)50)27(45)33(57-23)41-20-40-26-30(35)38-19-39-31(26)41/h19-23,27-29,33,42,45-46H,5-18H2,1-4H3,(H,36,43)(H,37,47)(H,51,52)(H,53,54)(H2,35,38,39)(H2,48,49,50)/p-4/t22-,23+,27+,28+,29-,33+/m0/s1	KDNYKTAISAIWBA-LBZMRERQSA-J	[H][C@](O)(CCCCCCCC(C)C)CC(=O)SCCNC(=O)CCNC(=O)[C@]([H])(O)C(C)(C)COP([O-])(=O)OP([O-])(=O)OC[C@@]1([H])O[C@@]([H])(N2C=NC3=C(N)N=CN=C23)[C@]([H])(O)[C@]1([H])OP([O-])([O-])=O	(S)-3-Hydroxy-11-methyldodecanoyl-CoA	C34H60N7O18P3S	InChI=1S/C34H60N7O18P3S/c1-21(2)10-8-6-5-7-9-11-22(42)16-25(44)63-15-14-36-24(43)12-13-37-32(47)29(46)34(3,4)18-56-62(53,54)59-61(51,52)55-17-23-28(58-60(48,49)50)27(45)33(57-23)41-20-40-26-30(35)38-19-39-31(26)41/h19-23,27-29,33,42,45-46H,5-18H2,1-4H3,(H,36,43)(H,37,47)(H,51,52)(H,53,54)(H2,35,38,39)(H2,48,49,50)/t22-,23+,27+,28+,29-,33+/m0/s1	KDNYKTAISAIWBA-LBZMRERQSA-N	[H][C@](O)(CCCCCCCC(C)C)CC(=O)SCCNC(=O)CCNC(=O)[C@]([H])(O)C(C)(C)COP(O)(=O)OP(O)(=O)OC[C@@]1([H])O[C@@]([H])(N2C=NC3=C(N)N=CN=C23)[C@]([H])(O)[C@]1([H])OP(O)(O)=O										
M_coa12_1_2e11me_m	trans-11-methyldodec-2-enoyl-CoA(4-)	m	-4	C34H54N7O17P3S					corrected to systematic ID	wimi	M_c13iso2coa_m	InChI=1S/C34H58N7O17P3S/c1-22(2)12-10-8-6-5-7-9-11-13-25(43)62-17-16-36-24(42)14-15-37-32(46)29(45)34(3,4)19-55-61(52,53)58-60(50,51)54-18-23-28(57-59(47,48)49)27(44)33(56-23)41-21-40-26-30(35)38-20-39-31(26)41/h11,13,20-23,27-29,33,44-45H,5-10,12,14-19H2,1-4H3,(H,36,42)(H,37,46)(H,50,51)(H,52,53)(H2,35,38,39)(H2,47,48,49)/p-4/b13-11+/t23-,27-,28-,29+,33-/m0/s1	YCHYHJMQRAXKJR-PUXXFAQNSA-J	[H]\C(CCCCCCCC(C)C)=C(\[H])C(=O)SCCNC(=O)CCNC(=O)[C@@]([H])(O)C(C)(C)COP([O-])(=O)OP([O-])(=O)OC[C@]1([H])O[C@]([H])(N2C=NC3=C(N)N=CN=C23)[C@@]([H])(O)[C@@]1([H])OP([O-])([O-])=O	trans-11-methyldodec-2-enoyl-CoA	C34H58N7O17P3S	InChI=1S/C34H58N7O17P3S/c1-22(2)12-10-8-6-5-7-9-11-13-25(43)62-17-16-36-24(42)14-15-37-32(46)29(45)34(3,4)19-55-61(52,53)58-60(50,51)54-18-23-28(57-59(47,48)49)27(44)33(56-23)41-21-40-26-30(35)38-20-39-31(26)41/h11,13,20-23,27-29,33,44-45H,5-10,12,14-19H2,1-4H3,(H,36,42)(H,37,46)(H,50,51)(H,52,53)(H2,35,38,39)(H2,47,48,49)/b13-11+/t23-,27-,28-,29+,33-/m0/s1	YCHYHJMQRAXKJR-PUXXFAQNSA-N	[H]\C(CCCCCCCC(C)C)=C(\[H])C(=O)SCCNC(=O)CCNC(=O)[C@@]([H])(O)C(C)(C)COP(O)(=O)OP(O)(=O)OC[C@]1([H])O[C@]([H])(N2C=NC3=C(N)N=CN=C23)[C@@]([H])(O)[C@@]1([H])OP(O)(O)=O										
M_coa14_0_13me_m	13-methyltetradecanoyl-CoA(4-)	m	-4	C36H60N7O17P3S					corrected to systematic ID	wimi	M_c15isocoa_m	InChI=1S/C36H64N7O17P3S/c1-24(2)14-12-10-8-6-5-7-9-11-13-15-27(45)64-19-18-38-26(44)16-17-39-34(48)31(47)36(3,4)21-57-63(54,55)60-62(52,53)56-20-25-30(59-61(49,50)51)29(46)35(58-25)43-23-42-28-32(37)40-22-41-33(28)43/h22-25,29-31,35,46-47H,5-21H2,1-4H3,(H,38,44)(H,39,48)(H,52,53)(H,54,55)(H2,37,40,41)(H2,49,50,51)/p-4/t25-,29-,30-,31+,35-/m0/s1	TZHWAJXXUMOTBV-XYCQRFKUSA-J	[H][C@@](O)(C(=O)NCCC(=O)NCCSC(=O)CCCCCCCCCCCC(C)C)C(C)(C)COP([O-])(=O)OP([O-])(=O)OC[C@]1([H])O[C@]([H])(N2C=NC3=C(N)N=CN=C23)[C@@]([H])(O)[C@@]1([H])OP([O-])([O-])=O	13-methyltetradecanoyl-CoA	C36H64N7O17P3S	InChI=1S/C36H64N7O17P3S/c1-24(2)14-12-10-8-6-5-7-9-11-13-15-27(45)64-19-18-38-26(44)16-17-39-34(48)31(47)36(3,4)21-57-63(54,55)60-62(52,53)56-20-25-30(59-61(49,50)51)29(46)35(58-25)43-23-42-28-32(37)40-22-41-33(28)43/h22-25,29-31,35,46-47H,5-21H2,1-4H3,(H,38,44)(H,39,48)(H,52,53)(H,54,55)(H2,37,40,41)(H2,49,50,51)/t25-,29-,30-,31+,35-/m0/s1	TZHWAJXXUMOTBV-XYCQRFKUSA-N	[H][C@@](O)(C(=O)NCCC(=O)NCCSC(=O)CCCCCCCCCCCC(C)C)C(C)(C)COP(O)(=O)OP(O)(=O)OC[C@]1([H])O[C@]([H])(N2C=NC3=C(N)N=CN=C23)[C@@]([H])(O)[C@@]1([H])OP(O)(O)=O										
M_coa14_0_3o13me_m	3-Oxo-13-methyltetradecanoyl-CoA(4-)	m	-4	C36H58N7O18P3S					corrected to systematic ID	wimi	M_3oc15isocoa_m	InChI=1S/C36H62N7O18P3S/c1-23(2)12-10-8-6-5-7-9-11-13-24(44)18-27(46)65-17-16-38-26(45)14-15-39-34(49)31(48)36(3,4)20-58-64(55,56)61-63(53,54)57-19-25-30(60-62(50,51)52)29(47)35(59-25)43-22-42-28-32(37)40-21-41-33(28)43/h21-23,25,29-31,35,47-48H,5-20H2,1-4H3,(H,38,45)(H,39,49)(H,53,54)(H,55,56)(H2,37,40,41)(H2,50,51,52)/p-4/t25-,29-,30-,31+,35-/m0/s1	MAMJAMHAMPVLFR-XYCQRFKUSA-J	[H][C@@](O)(C(=O)NCCC(=O)NCCSC(=O)CC(=O)CCCCCCCCCC(C)C)C(C)(C)COP([O-])(=O)OP([O-])(=O)OC[C@]1([H])O[C@]([H])(N2C=NC3=C(N)N=CN=C23)[C@@]([H])(O)[C@@]1([H])OP([O-])([O-])=O	3-Oxo-13-methyltetradecanoyl-CoA	C36H62N7O18P3S	InChI=1S/C36H62N7O18P3S/c1-23(2)12-10-8-6-5-7-9-11-13-24(44)18-27(46)65-17-16-38-26(45)14-15-39-34(49)31(48)36(3,4)20-58-64(55,56)61-63(53,54)57-19-25-30(60-62(50,51)52)29(47)35(59-25)43-22-42-28-32(37)40-21-41-33(28)43/h21-23,25,29-31,35,47-48H,5-20H2,1-4H3,(H,38,45)(H,39,49)(H,53,54)(H,55,56)(H2,37,40,41)(H2,50,51,52)/t25-,29-,30-,31+,35-/m0/s1	MAMJAMHAMPVLFR-XYCQRFKUSA-N	[H][C@@](O)(C(=O)NCCC(=O)NCCSC(=O)CC(=O)CCCCCCCCCC(C)C)C(C)(C)COP(O)(=O)OP(O)(=O)OC[C@]1([H])O[C@]([H])(N2C=NC3=C(N)N=CN=C23)[C@@]([H])(O)[C@@]1([H])OP(O)(O)=O										
M_coa14_0_3oh13me__S_m	(S)-3-Hydroxy-13-methyltetradecanoyl-CoA(4-)	m	-4	C36H60N7O18P3S					corrected to systematic ID	wimi	M_3hc15isocoa_m	InChI=1S/C36H64N7O18P3S/c1-23(2)12-10-8-6-5-7-9-11-13-24(44)18-27(46)65-17-16-38-26(45)14-15-39-34(49)31(48)36(3,4)20-58-64(55,56)61-63(53,54)57-19-25-30(60-62(50,51)52)29(47)35(59-25)43-22-42-28-32(37)40-21-41-33(28)43/h21-25,29-31,35,44,47-48H,5-20H2,1-4H3,(H,38,45)(H,39,49)(H,53,54)(H,55,56)(H2,37,40,41)(H2,50,51,52)/p-4/t24-,25+,29+,30+,31-,35+/m0/s1	LWXQJJYOZWNPDR-YHPPSIBPSA-J	[H][C@](O)(CCCCCCCCCC(C)C)CC(=O)SCCNC(=O)CCNC(=O)[C@]([H])(O)C(C)(C)COP([O-])(=O)OP([O-])(=O)OC[C@@]1([H])O[C@@]([H])(N2C=NC3=C(N)N=CN=C23)[C@]([H])(O)[C@]1([H])OP([O-])([O-])=O	(S)-3-Hydroxy-13-methyltetradecanoyl-CoA	C36H64N7O18P3S	InChI=1S/C36H64N7O18P3S/c1-23(2)12-10-8-6-5-7-9-11-13-24(44)18-27(46)65-17-16-38-26(45)14-15-39-34(49)31(48)36(3,4)20-58-64(55,56)61-63(53,54)57-19-25-30(60-62(50,51)52)29(47)35(59-25)43-22-42-28-32(37)40-21-41-33(28)43/h21-25,29-31,35,44,47-48H,5-20H2,1-4H3,(H,38,45)(H,39,49)(H,53,54)(H,55,56)(H2,37,40,41)(H2,50,51,52)/t24-,25+,29+,30+,31-,35+/m0/s1	LWXQJJYOZWNPDR-YHPPSIBPSA-N	[H][C@](O)(CCCCCCCCCC(C)C)CC(=O)SCCNC(=O)CCNC(=O)[C@]([H])(O)C(C)(C)COP(O)(=O)OP(O)(=O)OC[C@@]1([H])O[C@@]([H])(N2C=NC3=C(N)N=CN=C23)[C@]([H])(O)[C@]1([H])OP(O)(O)=O										
M_coa14_1_2e13me_m	trans-13-methyltetradec-2-enoyl-CoA(4-)	m	-4	C36H58N7O17P3S					corrected to systematic ID	wimi	M_c15iso2ecoa_m	InChI=1S/C36H62N7O17P3S/c1-24(2)14-12-10-8-6-5-7-9-11-13-15-27(45)64-19-18-38-26(44)16-17-39-34(48)31(47)36(3,4)21-57-63(54,55)60-62(52,53)56-20-25-30(59-61(49,50)51)29(46)35(58-25)43-23-42-28-32(37)40-22-41-33(28)43/h13,15,22-25,29-31,35,46-47H,5-12,14,16-21H2,1-4H3,(H,38,44)(H,39,48)(H,52,53)(H,54,55)(H2,37,40,41)(H2,49,50,51)/p-4/b15-13+/t25-,29-,30-,31+,35-/m0/s1	BRWSZHQQYCLCAA-KXYSCUCESA-J	[H]\C(CCCCCCCCCC(C)C)=C(\[H])C(=O)SCCNC(=O)CCNC(=O)[C@@]([H])(O)C(C)(C)COP([O-])(=O)OP([O-])(=O)OC[C@]1([H])O[C@]([H])(N2C=NC3=C(N)N=CN=C23)[C@@]([H])(O)[C@@]1([H])OP([O-])([O-])=O	trans-13-methyltetradec-2-enoyl-CoA	C36H62N7O17P3S	InChI=1S/C36H62N7O17P3S/c1-24(2)14-12-10-8-6-5-7-9-11-13-15-27(45)64-19-18-38-26(44)16-17-39-34(48)31(47)36(3,4)21-57-63(54,55)60-62(52,53)56-20-25-30(59-61(49,50)51)29(46)35(58-25)43-23-42-28-32(37)40-22-41-33(28)43/h13,15,22-25,29-31,35,46-47H,5-12,14,16-21H2,1-4H3,(H,38,44)(H,39,48)(H,52,53)(H,54,55)(H2,37,40,41)(H2,49,50,51)/b15-13+/t25-,29-,30-,31+,35-/m0/s1	BRWSZHQQYCLCAA-KXYSCUCESA-N	[H]\C(CCCCCCCCCC(C)C)=C(\[H])C(=O)SCCNC(=O)CCNC(=O)[C@@]([H])(O)C(C)(C)COP(O)(=O)OP(O)(=O)OC[C@]1([H])O[C@]([H])(N2C=NC3=C(N)N=CN=C23)[C@@]([H])(O)[C@@]1([H])OP(O)(O)=O										
M_coa16_0_15me_m	15-methylhexadecanoyl-CoA(4-)	m	-4	C38H64N7O17P3S					corrected to systematic ID	wimi	M_c17isocoa_m	InChI=1S/C38H68N7O17P3S/c1-26(2)16-14-12-10-8-6-5-7-9-11-13-15-17-29(47)66-21-20-40-28(46)18-19-41-36(50)33(49)38(3,4)23-59-65(56,57)62-64(54,55)58-22-27-32(61-63(51,52)53)31(48)37(60-27)45-25-44-30-34(39)42-24-43-35(30)45/h24-27,31-33,37,48-49H,5-23H2,1-4H3,(H,40,46)(H,41,50)(H,54,55)(H,56,57)(H2,39,42,43)(H2,51,52,53)/p-4/t27-,31-,32-,33+,37-/m0/s1	AZUNRVWJJVHLJB-KMQDIOQZSA-J	[H][C@@](O)(C(=O)NCCC(=O)NCCSC(=O)CCCCCCCCCCCCCC(C)C)C(C)(C)COP([O-])(=O)OP([O-])(=O)OC[C@]1([H])O[C@]([H])(N2C=NC3=C(N)N=CN=C23)[C@@]([H])(O)[C@@]1([H])OP([O-])([O-])=O	15-methylhexadecanoyl-CoA	C38H68N7O17P3S	InChI=1/C38H68N7O17P3S/c1-26(2)16-14-12-10-8-6-5-7-9-11-13-15-17-29(47)66-21-20-40-28(46)18-19-41-36(50)33(49)38(3,4)23-59-65(56,57)62-64(54,55)58-22-27-32(61-63(51,52)53)31(48)37(60-27)45-25-44-30-34(39)42-24-43-35(30)45/h24-27,31-33,37,48-49H,5-23H2,1-4H3,(H,40,46)(H,41,50)(H,54,55)(H,56,57)(H2,39,42,43)(H2,51,52,53)/t27-,31-,32-,33+,37-/s2	AZUNRVWJJVHLJB-KMQDIOQZSA-N	[H][C@@](O)(C(=O)NCCC(=O)NCCSC(=O)CCCCCCCCCCCCCC(C)C)C(C)(C)COP(O)(=O)OP(O)(=O)OC[C@]1([H])O[C@]([H])(N2C=NC3=C(N)N=CN=C23)[C@@]([H])(O)[C@@]1([H])OP(O)(O)=O										
M_coa16_0_3o15me_m	3-Oxo-15-methylhexadecanoyl-CoA(4-)	m	-4	C38H62N7O18P3S					corrected to systematic ID	wimi	M_3oc17isocoa_m	InChI=1S/C38H66N7O18P3S/c1-25(2)14-12-10-8-6-5-7-9-11-13-15-26(46)20-29(48)67-19-18-40-28(47)16-17-41-36(51)33(50)38(3,4)22-60-66(57,58)63-65(55,56)59-21-27-32(62-64(52,53)54)31(49)37(61-27)45-24-44-30-34(39)42-23-43-35(30)45/h23-25,27,31-33,37,49-50H,5-22H2,1-4H3,(H,40,47)(H,41,51)(H,55,56)(H,57,58)(H2,39,42,43)(H2,52,53,54)/p-4/t27-,31-,32-,33+,37-/m0/s1	RNYKJLHCAKTRHT-KMQDIOQZSA-J	[H][C@@](O)(C(=O)NCCC(=O)NCCSC(=O)CC(=O)CCCCCCCCCCCC(C)C)C(C)(C)COP([O-])(=O)OP([O-])(=O)OC[C@]1([H])O[C@]([H])(N2C=NC3=C(N)N=CN=C23)[C@@]([H])(O)[C@@]1([H])OP([O-])([O-])=O	3-Oxo-15-methylhexadecanoyl-CoA	C38H66N7O18P3S	InChI=1/C38H66N7O18P3S/c1-25(2)14-12-10-8-6-5-7-9-11-13-15-26(46)20-29(48)67-19-18-40-28(47)16-17-41-36(51)33(50)38(3,4)22-60-66(57,58)63-65(55,56)59-21-27-32(62-64(52,53)54)31(49)37(61-27)45-24-44-30-34(39)42-23-43-35(30)45/h23-25,27,31-33,37,49-50H,5-22H2,1-4H3,(H,40,47)(H,41,51)(H,55,56)(H,57,58)(H2,39,42,43)(H2,52,53,54)/t27-,31-,32-,33+,37-/s2	RNYKJLHCAKTRHT-KMQDIOQZSA-N	[H][C@@](O)(C(=O)NCCC(=O)NCCSC(=O)CC(=O)CCCCCCCCCCCC(C)C)C(C)(C)COP(O)(=O)OP(O)(=O)OC[C@]1([H])O[C@]([H])(N2C=NC3=C(N)N=CN=C23)[C@@]([H])(O)[C@@]1([H])OP(O)(O)=O										
M_coa16_0_3oh15me__S_m	(S)-3-Hydroxy-15-methylhexadecanoyl-CoA(4-)	m	-4	C38H64N7O18P3S					corrected to systematic ID	wimi	M_3hc17isocoa_m	InChI=1S/C38H68N7O18P3S/c1-25(2)14-12-10-8-6-5-7-9-11-13-15-26(46)20-29(48)67-19-18-40-28(47)16-17-41-36(51)33(50)38(3,4)22-60-66(57,58)63-65(55,56)59-21-27-32(62-64(52,53)54)31(49)37(61-27)45-24-44-30-34(39)42-23-43-35(30)45/h23-27,31-33,37,46,49-50H,5-22H2,1-4H3,(H,40,47)(H,41,51)(H,55,56)(H,57,58)(H2,39,42,43)(H2,52,53,54)/p-4/t26-,27+,31+,32+,33-,37+/m0/s1	UXWUSXRGWGOULX-LEUMEZKXSA-J	[H][C@](O)(CCCCCCCCCCCC(C)C)CC(=O)SCCNC(=O)CCNC(=O)[C@]([H])(O)C(C)(C)COP([O-])(=O)OP([O-])(=O)OC[C@@]1([H])O[C@@]([H])(N2C=NC3=C(N)N=CN=C23)[C@]([H])(O)[C@]1([H])OP([O-])([O-])=O	(S)-3-Hydroxy-15-methylhexadecanoyl-CoA	C38H68N7O18P3S	InChI=1/C38H68N7O18P3S/c1-25(2)14-12-10-8-6-5-7-9-11-13-15-26(46)20-29(48)67-19-18-40-28(47)16-17-41-36(51)33(50)38(3,4)22-60-66(57,58)63-65(55,56)59-21-27-32(62-64(52,53)54)31(49)37(61-27)45-24-44-30-34(39)42-23-43-35(30)45/h23-27,31-33,37,46,49-50H,5-22H2,1-4H3,(H,40,47)(H,41,51)(H,55,56)(H,57,58)(H2,39,42,43)(H2,52,53,54)/t26-,27+,31+,32+,33-,37+/s2	UXWUSXRGWGOULX-LEUMEZKXSA-N	[H][C@](O)(CCCCCCCCCCCC(C)C)CC(=O)SCCNC(=O)CCNC(=O)[C@]([H])(O)C(C)(C)COP(O)(=O)OP(O)(=O)OC[C@@]1([H])O[C@@]([H])(N2C=NC3=C(N)N=CN=C23)[C@]([H])(O)[C@]1([H])OP(O)(O)=O										
M_coa16_1_2e15me_m	trans-15-methylhexadec-2-enoyl-CoA(4-)	m	-4	C38H62N7O17P3S					corrected to systematic ID	wimi	M_c17iso2ecoa_m	InChI=1S/C38H66N7O17P3S/c1-26(2)16-14-12-10-8-6-5-7-9-11-13-15-17-29(47)66-21-20-40-28(46)18-19-41-36(50)33(49)38(3,4)23-59-65(56,57)62-64(54,55)58-22-27-32(61-63(51,52)53)31(48)37(60-27)45-25-44-30-34(39)42-24-43-35(30)45/h15,17,24-27,31-33,37,48-49H,5-14,16,18-23H2,1-4H3,(H,40,46)(H,41,50)(H,54,55)(H,56,57)(H2,39,42,43)(H2,51,52,53)/p-4/b17-15+/t27-,31-,32-,33+,37-/m0/s1	VBRJJZPJXKSQLS-SAJWEFFBSA-J	[H]\C(CCCCCCCCCCCC(C)C)=C(\[H])C(=O)SCCNC(=O)CCNC(=O)[C@@]([H])(O)C(C)(C)COP([O-])(=O)OP([O-])(=O)OC[C@]1([H])O[C@]([H])(N2C=NC3=C(N)N=CN=C23)[C@@]([H])(O)[C@@]1([H])OP([O-])([O-])=O	trans-15-methylhexadec-2-enoyl-CoA	C38H66N7O17P3S	InChI=1/C38H66N7O17P3S/c1-26(2)16-14-12-10-8-6-5-7-9-11-13-15-17-29(47)66-21-20-40-28(46)18-19-41-36(50)33(49)38(3,4)23-59-65(56,57)62-64(54,55)58-22-27-32(61-63(51,52)53)31(48)37(60-27)45-25-44-30-34(39)42-24-43-35(30)45/h15,17,24-27,31-33,37,48-49H,5-14,16,18-23H2,1-4H3,(H,40,46)(H,41,50)(H,54,55)(H,56,57)(H2,39,42,43)(H2,51,52,53)/b17-15+/t27-,31-,32-,33+,37-/s2	VBRJJZPJXKSQLS-SAJWEFFBSA-N	[H]\C(CCCCCCCCCCCC(C)C)=C(\[H])C(=O)SCCNC(=O)CCNC(=O)[C@@]([H])(O)C(C)(C)COP(O)(=O)OP(O)(=O)OC[C@]1([H])O[C@]([H])(N2C=NC3=C(N)N=CN=C23)[C@@]([H])(O)[C@@]1([H])OP(O)(O)=O										
M_coa18_0_17me_m	17-methyloctadecanoyl-CoA(4-)	m	-4	C40H68N7O17P3S					corrected to systematic ID	wimi	M_c19isocoa_m	InChI=1S/C40H72N7O17P3S/c1-28(2)18-16-14-12-10-8-6-5-7-9-11-13-15-17-19-31(49)68-23-22-42-30(48)20-21-43-38(52)35(51)40(3,4)25-61-67(58,59)64-66(56,57)60-24-29-34(63-65(53,54)55)33(50)39(62-29)47-27-46-32-36(41)44-26-45-37(32)47/h26-29,33-35,39,50-51H,5-25H2,1-4H3,(H,42,48)(H,43,52)(H,56,57)(H,58,59)(H2,41,44,45)(H2,53,54,55)/p-4/t29-,33-,34-,35+,39-/m0/s1	AXKMONXYDZCRKO-MJVJSIPZSA-J	[H][C@@](O)(C(=O)NCCC(=O)NCCSC(=O)CCCCCCCCCCCCCCCC(C)C)C(C)(C)COP([O-])(=O)OP([O-])(=O)OC[C@]1([H])O[C@]([H])(N2C=NC3=C(N)N=CN=C23)[C@@]([H])(O)[C@@]1([H])OP([O-])([O-])=O	17-methyloctadecanoyl-CoA	C40H72N7O17P3S	InChI=1/C40H72N7O17P3S/c1-28(2)18-16-14-12-10-8-6-5-7-9-11-13-15-17-19-31(49)68-23-22-42-30(48)20-21-43-38(52)35(51)40(3,4)25-61-67(58,59)64-66(56,57)60-24-29-34(63-65(53,54)55)33(50)39(62-29)47-27-46-32-36(41)44-26-45-37(32)47/h26-29,33-35,39,50-51H,5-25H2,1-4H3,(H,42,48)(H,43,52)(H,56,57)(H,58,59)(H2,41,44,45)(H2,53,54,55)/t29-,33-,34-,35+,39-/s2	AXKMONXYDZCRKO-MJVJSIPZSA-N	[H][C@@](O)(C(=O)NCCC(=O)NCCSC(=O)CCCCCCCCCCCCCCCC(C)C)C(C)(C)COP(O)(=O)OP(O)(=O)OC[C@]1([H])O[C@]([H])(N2C=NC3=C(N)N=CN=C23)[C@@]([H])(O)[C@@]1([H])OP(O)(O)=O										
M_coa18_0_3o17me_m	3-Oxo-17-methyloctadecanoyl-CoA(4-)	m	-4	C40H66N7O18P3S					corrected to systematic ID	wimi	M_3oc19isocoa_m	InChI=1S/C40H70N7O18P3S/c1-27(2)16-14-12-10-8-6-5-7-9-11-13-15-17-28(48)22-31(50)69-21-20-42-30(49)18-19-43-38(53)35(52)40(3,4)24-62-68(59,60)65-67(57,58)61-23-29-34(64-66(54,55)56)33(51)39(63-29)47-26-46-32-36(41)44-25-45-37(32)47/h25-27,29,33-35,39,51-52H,5-24H2,1-4H3,(H,42,49)(H,43,53)(H,57,58)(H,59,60)(H2,41,44,45)(H2,54,55,56)/p-4/t29-,33-,34-,35+,39-/m0/s1	VDWTVJZJJZRUJG-MJVJSIPZSA-J	[H][C@@](O)(C(=O)NCCC(=O)NCCSC(=O)CC(=O)CCCCCCCCCCCCCC(C)C)C(C)(C)COP([O-])(=O)OP([O-])(=O)OC[C@]1([H])O[C@]([H])(N2C=NC3=C(N)N=CN=C23)[C@@]([H])(O)[C@@]1([H])OP([O-])([O-])=O	3-Oxo-17-methyloctadecanoyl-CoA	C40H70N7O18P3S	InChI=1/C40H70N7O18P3S/c1-27(2)16-14-12-10-8-6-5-7-9-11-13-15-17-28(48)22-31(50)69-21-20-42-30(49)18-19-43-38(53)35(52)40(3,4)24-62-68(59,60)65-67(57,58)61-23-29-34(64-66(54,55)56)33(51)39(63-29)47-26-46-32-36(41)44-25-45-37(32)47/h25-27,29,33-35,39,51-52H,5-24H2,1-4H3,(H,42,49)(H,43,53)(H,57,58)(H,59,60)(H2,41,44,45)(H2,54,55,56)/t29-,33-,34-,35+,39-/s2	VDWTVJZJJZRUJG-MJVJSIPZSA-N	[H][C@@](O)(C(=O)NCCC(=O)NCCSC(=O)CC(=O)CCCCCCCCCCCCCC(C)C)C(C)(C)COP(O)(=O)OP(O)(=O)OC[C@]1([H])O[C@]([H])(N2C=NC3=C(N)N=CN=C23)[C@@]([H])(O)[C@@]1([H])OP(O)(O)=O										
